id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,Facility Registration Number,License Number,Ownership,License Type,Establishment Year,Street,Town,County,First Name,Last Name,Email,Name Based Email,Facility Based Email,Varied Email,Realistic Email,Emails
350,APPLETON PHARMACEUTICALS LIMITED (Nairobi),RETAIL,PPB/A/1950,Active,MjM3MTM=,PPB/A/1950,BU202300975,PARTNERSHIP,RETAIL,2020,MONROVIA STREET,,Nairobi,Hannah,Njoroge,appleton.pharmaceuticals.limited.nairobi@gmail.com,hannah.njoroge@yahoo.com,appleton.pharmaceuti@yahoo.com,apphar@yahoo.com,apnair@yahoo.com,apnair@yahoo.com
353,ARABICA CHEMISTS-KASARANI (Nairobi),RETAIL,PPB/A/1799,Active,MTg3MzM=,PPB/A/1799,BU202302376,SOLE PROPRIETOR,RETAIL,2018,MATHARE NORTH ROAD,,Nairobi,Daniel,Muli,arabica.chemistskasarani.nairobi@gmail.com,daniel.muli@gmail.com,arabica.chemists.kas@yahoo.com,muli65@yahoo.com,daniel58@yahoo.com,daniel58@yahoo.com
354,ARABICA CHEMISTS-LUCKY SUMMER ROAD (Nairobi),RETAIL,PPB/A/1643,Active,MTYzNDQ=,PPB/A/1643,BU202301782,SOLE PROPRIETOR,RETAIL,2016,LUCKY SUMMER ROAD,,Nairobi,Elijah,Musyoka,arabica.chemistslucky.summer.road.nairobi@gmail.com,elijah.musyoka@gmail.com,arabica.chemists.luc@gmail.com,emusyoka52@gmail.com,acnair@yahoo.com,acnair@yahoo.com
363,ARFAAT PHARMACY- EASTLEIGH (Nairobi),RETAIL,PPB/A/205,Active,MzgxNQ==,PPB/A/205,BU202300704,SOLE PROPRIETOR,RETAIL,2015,AL-HIDAYA AREA,,Nairobi,Jesse,Wainaina,arfaat.pharmacy.eastleigh.nairobi@gmail.com,jesse.wainaina@gmail.com,arfaat.pharmacy..eas@yahoo.com,apphar@yahoo.com,apnair@yahoo.com,apnair@yahoo.com
375,ARNICA PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/A/472,Active,MjU2Ng==,PPB/A/472,BU202302403,PRIVATE COMPANY (LIMITED),RETAIL,2014,RIVERSIDE DRIVE,,Nairobi,Delilah,Ngui,arnica.pharmaceuticals.ltd.nairobi@gmail.com,delilah.ngui@gmail.com,arnica.pharmaceutica@yahoo.com,delilah86@yahoo.com,apnair@gmail.com,apnair@gmail.com
380,ARYA PHARMACEUTICALS (Nairobi),RETAIL,PPB/A/1575,Active,Njg3OA==,PPB/A/1575,BU202303799,SOLE PROPRIETOR,RETAIL,2016,FEDHA ROAD TASSIA,,Nairobi,Isaac,Onyango,arya.pharmaceuticals.nairobi@yahoo.com,isaac.onyango@gmail.com,arya.pharmaceuticals@gmail.com,apphar@yahoo.com,isaac@yahoo.com,isaac@yahoo.com
386,ASCENT MEDMART (Nairobi),RETAIL,PPB/A/1570,Active,Njg0NQ==,PPB/A/1570,BU202300869,SOLE PROPRIETOR,RETAIL,2016,LANGATA SOUTH ROAD,,Nairobi,Titus,Nyakundi,ascent.medmart.nairobi@gmail.com,titus.nyakundi@gmail.com,ascent.medmart..nair@gmail.com,nyakundi@gmail.com,amnair@yahoo.com,amnair@yahoo.com
387,ASHBRIDGE PHARMACEUTICALS (Nairobi),RETAIL,PPB/A/357,Active,Mzc0OA==,PPB/A/357,BU202302023,SOLE PROPRIETOR,RETAIL,2013,,,Nairobi,Elijah,Nanjala,ashbridge.pharmaceuticals.nairobi@gmail.com,elijah.nanjala@gmail.com,ashbridge.pharmaceut@gmail.com,enanjala2@yahoo.com,apnair@yahoo.com,apnair@yahoo.com
390,ASHOKEM PHARMACEUTICALS (Nairobi),RETAIL,PPB/A/1952,Active,MjM3NTY=,PPB/A/1952,BU202306936,SOLE PROPRIETOR,RETAIL,2021,GINGURI UTAWALA ROAD,,Nairobi,Stephen,Kipsang,ashokem.pharmaceuticals.nairobi@gmail.com,stephen.kipsang@yahoo.com,ashokem.pharmaceutic@gmail.com,apphar@gmail.com,stephen52@yahoo.com,stephen52@yahoo.com
400,ASMIT PHARMACEUTICALS - FEDHA (Nairobi),RETAIL,PPB/A/1836,Active,MTkyODA=,PPB/A/1836,BU202309357,SOLE PROPRIETOR,RETAIL,2019,FEDHA AVENUE,,Nairobi,Deborah,Ochieng,asmit.pharmaceuticals..fedha.nairobi@gmail.com,deborah.ochieng@yahoo.com,asmit.pharmaceutical@yahoo.com,apphar@yahoo.com,apnair@gmail.com,apnair@gmail.com
401,ASMIT PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/A/1959,Active,MjM4ODA=,PPB/A/1959,BU202309181,SOLE PROPRIETOR,RETAIL,2021,GICHUGU ROAD,,Nairobi,Naomi,Chepkwony,asmit.pharmaceuticals.ltd.nairobi@gmail.com,naomi.chepkwony@yahoo.com,asmit.pharmaceutical@yahoo.com,naomi@yahoo.com,apnair@yahoo.com,apnair@yahoo.com
404,ASSURED PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/A/1747,Active,MTc5NzY=,PPB/A/1747,BU202302254,PARTNERSHIP,RETAIL,2018,MUNYU ROAD,,Nairobi,Solomon,Mukhisa,assured.pharmaceuticals.ltd.nairobi@yahoo.com,solomon.mukhisa@gmail.com,assured.pharmaceutic@yahoo.com,apphar@gmail.com,apnair@yahoo.com,apnair@yahoo.com
407,ASTRAVALE PHARMACEE LTD (Nairobi),RETAIL,PPB/A/1767,Active,MTgzMzY=,PPB/A/1767,BU202304194,PRIVATE COMPANY (LIMITED),RETAIL,2018,OLE SANGALE ROAD,,Nairobi,Peter,Odhiambo,astravale.pharmacee.ltd.nairobi@yahoo.com,peter.odhiambo@gmail.com,astravale.pharmacee@yahoo.com,apphar@yahoo.com,peter53@gmail.com,peter53@gmail.com
422,AURA HEALTHCARE LIMITED (Nairobi),RETAIL,PPB/A/1932,REVOKED,MjMyMjg=,PPB/A/1932,BU202300998,PRIVATE COMPANY (LIMITED),RETAIL,2020,GENERAL MATHENGE DRIVE,,Nairobi,Elisha,Mudavadi,aura.healthcare.limited.nairobi@yahoo.com,elisha.mudavadi@yahoo.com,aura.healthcare.limi@gmail.com,elisha42@yahoo.com,elisha@gmail.com,elisha@gmail.com
426,AVA PHARMACY LIMITED (Nairobi),RETAIL,PPB/A/1545,Active,NjU1MQ==,PPB/A/1545,BU202301464,PRIVATE COMPANY (LIMITED),RETAIL,2015,KAREN-NGONG,,Nairobi,Jesse,Njoroge,ava.pharmacy.limited.nairobi@gmail.com,jesse.njoroge@yahoo.com,ava.pharmacy.limited@gmail.com,jesse49@yahoo.com,jesser@yahoo.com,jesser@yahoo.com
438,AWALE II PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/A/394,Active,NTYyNg==,PPB/A/394,BU202301486,PRIVATE COMPANY (LIMITED),RETAIL,2010,12 TH,,Nairobi,Moses,Odhiambo,awale.ii.pharmaceuticals.ltd.nairobi@gmail.com,moses.odhiambo@yahoo.com,awale.ii.pharmaceuti@gmail.com,aiii@yahoo.com,moses@yahoo.com,moses@yahoo.com
439,AWALE PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/A/103,Active,NzM0Nw==,PPB/A/103,BU202304432,SOLE PROPRIETOR,RETAIL,2008,"2ND AVENUE,5TH STREET",,Nairobi,Bartholomew,Ochieng,awale.pharmaceuticals.ltd.nairobi@gmail.com,bartholomew.ochieng@gmail.com,awale.pharmaceutical@gmail.com,bochieng88@yahoo.com,apnair@gmail.com,apnair@gmail.com
441,AWASICARE PHARMACY,RETAIL,PPB/A/2108,Active,MjY0NTE=,PPB/A/2108,BU202308473,SOLE PROPRIETOR,RETAIL,2022,NAIROBI ROAD,,Nairobi,Joanna,Ouko,awasicare.pharmacy@yahoo.com,joanna.ouko@gmail.com,awasicare.pharmacy@gmail.com,apphar@yahoo.com,joanna@yahoo.com,joanna@yahoo.com
452,AZERA PHARMACY (Nairobi),RETAIL,PPB/A/150 B,Active,MzUxNQ==,PPB/A/150 B,BU202307550,PARTNERSHIP,RETAIL,2007,KAMITI ROAD,,Nairobi,Barnabas,Ngugi,azera.pharmacy.nairobi@gmail.com,barnabas.ngugi@gmail.com,azera.pharmacy..nair@gmail.com,apphar@yahoo.com,apnair@yahoo.com,apnair@yahoo.com
454,AZRAH MEDICAL CENTRE LIMITED (Nairobi),RETAIL,PPB/A/2091,Active,MjYxMjc=,PPB/A/2091,BU202302152,PARTNERSHIP,RETAIL,2021,11TH STREET,,Nairobi,Ezekiel,Mokua,azrah.medical.centre.limited.nairobi@yahoo.com,ezekiel.mokua@yahoo.com,azrah.medical.centre@yahoo.com,mokua@gmail.com,amnair@yahoo.com,amnair@yahoo.com
459,BADGE PHARMACY (Nairobi),RETAIL,PPB/B/6901,Active,MTgxMjg=,PPB/B/6901,BU202302923,SOLE PROPRIETOR,RETAIL,2018,KATANI ROAD,,Nairobi,Bartholomew,Barasa,badge.pharmacy.nairobi@gmail.com,bartholomew.barasa@gmail.com,badge.pharmacy..nair@gmail.com,bpphar@yahoo.com,bpnair@gmail.com,bpnair@gmail.com
465,BAHRAIN PHARMA LIMITED (Nairobi),RETAIL,PPB/B/6675,REVOKED,NjQ2Nw==,PPB/B/6675,BU202302596,PRIVATE COMPANY (LIMITED),RETAIL,2016,FIFTH STREET,,Nairobi,Gabriel,Musyoka,bahrain.pharma.limited.nairobi@gmail.com,gabriel.musyoka@gmail.com,bahrain.pharma.limit@gmail.com,gabriel@gmail.com,gabriel91@gmail.com,gabriel91@gmail.com
471,BALKAM PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/59,Active,MzYzMQ==,PPB/B/59,BU202307092,PARTNERSHIP,RETAIL,2004,,,Nairobi,Aaron,Cheruiyot,balkam.pharmaceuticals.nairobi@gmail.com,aaron.cheruiyot@yahoo.com,balkam.pharmaceutica@gmail.com,acheruiyot@gmail.com,aaron@gmail.com,aaron@gmail.com
474,BAMCHEM PHARMACY-NAIROBI (Nairobi),RETAIL,PPB/B/377,Active,MTQ2Mg==,PPB/B/377,BU202400047,SOLE PROPRIETOR,RETAIL,2002,WAWERU ROAD,,Nairobi,Rachel,Mutua,bamchem.pharmacynairobi.nairobi@gmail.com,rachel.mutua@gmail.com,bamchem.pharmacy.nai@gmail.com,mutua@yahoo.com,bpnair@yahoo.com,bpnair@yahoo.com
475,BANADOZ PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/437,Active,MTUxOA==,PPB/B/437,BU202306976,SOLE PROPRIETOR,RETAIL,2013,KAMITI ROAD,,Nairobi,Isaac,Ochieng,banadoz.pharmaceuticals.nairobi@gmail.com,isaac.ochieng@gmail.com,banadoz.pharmaceutic@yahoo.com,isaac48@gmail.com,isaac31@gmail.com,isaac31@gmail.com
483,BARAKAAT CHEMIST LIMITED- USHIRIKA (Nairobi),RETAIL,PPB/B/7094,Active,MjQzMTQ=,PPB/B/7094,BU202302826,PRIVATE COMPANY (LIMITED),RETAIL,2011,JAM STREET,,Nairobi,Abraham,Ongeri,barakaat.chemist.limited.ushirika.nairobi@gmail.com,abraham.ongeri@yahoo.com,barakaat.chemist.lim@yahoo.com,bcchem@gmail.com,abraham@yahoo.com,abraham@yahoo.com
484,BARAKAAT CHEMIST LTD (Nairobi),RETAIL,PPB/353,Active,NjI0Nw==,PPB/353,BU202302825,PRIVATE COMPANY (LIMITED),RETAIL,2013,KIPANGA ATHUMANI ROAD,,Nairobi,Priscilla,Omollo,barakaat.chemist.ltd.nairobi@gmail.com,priscilla.omollo@gmail.com,barakaat.chemist.ltd@yahoo.com,priscilla36@gmail.com,bcnair@gmail.com,bcnair@gmail.com
493,BARIYOW MEDICAL CENTRE LTD (Nairobi),RETAIL,PPB/B/240,Active,NDUwNQ==,PPB/B/240,BU202300676,PARTNERSHIP,RETAIL,2009,KIPANDE ATHUMANI,,Nairobi,Samuel,Wainaina,bariyow.medical.centre.ltd.nairobi@yahoo.com,samuel.wainaina@gmail.com,bariyow.medical.cent@gmail.com,wainaina75@gmail.com,samuel@yahoo.com,samuel@yahoo.com
499,BARTON PHAMACY (Nairobi),RETAIL,PPB/B/6716,Active,NzE3Ng==,PPB/B/6716,BU202301082,SOLE PROPRIETOR,RETAIL,2016,OUTERING ROAD,,Nairobi,Peter,Owino,barton.phamacy.nairobi@yahoo.com,peter.owino@gmail.com,barton.phamacy..nair@yahoo.com,bppham@gmail.com,bpnair@yahoo.com,bpnair@yahoo.com
503,BASE DRUG PHARMACY (Nairobi),RETAIL,PPB/B/6793,Active,MTY1ODM=,PPB/B/6793,BU202310292,SOLE PROPRIETOR,RETAIL,2016,KAMITI ROAD,,Nairobi,Priscilla,Wekesa,base.drug.pharmacy.nairobi@yahoo.com,priscilla.wekesa@yahoo.com,base.drug.pharmacy@yahoo.com,wekesa29@gmail.com,bdnair@yahoo.com,bdnair@yahoo.com
504,BASE PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/7026,Active,MjI4NzI=,PPB/B/7026,BU202304977,SOLE PROPRIETOR,RETAIL,2019,BIMA ROAD,,Nairobi,Rebecca,Musyoka,base.pharmaceuticals.nairobi@gmail.com,rebecca.musyoka@yahoo.com,base.pharmaceuticals@gmail.com,bpphar@gmail.com,rebecca76@gmail.com,rebecca76@gmail.com
508,BEALLARA PHARMACY (Nairobi),RETAIL,PPB/B/241,Active,MTEwNw==,PPB/B/241,BU202301146,SOLE PROPRIETOR,RETAIL,1914,,,Nairobi,Grace,Ratemo,beallara.pharmacy.nairobi@gmail.com,grace.ratemo@yahoo.com,beallara.pharmacy..n@gmail.com,bpphar@gmail.com,grace@gmail.com,grace@gmail.com
525,BEKY HOLDING PHARMACY LTD (Nairobi),RETAIL,PPB/B/456,Active,Mjg3MA==,PPB/B/456,BU202301442,PRIVATE COMPANY (LIMITED),RETAIL,2014,MOMBASA ROAD,,Nairobi,Ethan,Ratemo,beky.holding.pharmacy.ltd.nairobi@yahoo.com,ethan.ratemo@gmail.com,beky.holding.pharmac@gmail.com,ratemo79@gmail.com,bhnair@yahoo.com,bhnair@yahoo.com
526,BEKY HOLDINGS PHARMACY (Nairobi),RETAIL,PPB/B/6983,Active,MTk1MzA=,PPB/B/6983,BU202301900,PARTNERSHIP,RETAIL,2013,LIMURU ROAD,,Nairobi,Paul,Ochieng,beky.holdings.pharmacy.nairobi@yahoo.com,paul.ochieng@yahoo.com,beky.holdings.pharma@gmail.com,ochieng54@gmail.com,paul@yahoo.com,paul@yahoo.com
547,BEN-AMMI PHARMACIES LTD (Nairobi),RETAIL,PPB/B/352,Active,MTI2Nw==,PPB/B/352,BU202305079,PRIVATE COMPANY (LIMITED),RETAIL,1914,5TH AVENUE,,Nairobi,Rebecca,Wanyama,benammi.pharmacies.ltd.nairobi@gmail.com,rebecca.wanyama@gmail.com,ben.ammi.pharmacies@yahoo.com,bpphar@yahoo.com,bpnair@gmail.com,bpnair@gmail.com
548,BEN-AMMI PHARMCIES- NHIF (Nairobi),RETAIL,PPB/B/352 B,Active,NTA4Ng==,PPB/B/352 B,BU202301841,SOLE PROPRIETOR,RETAIL,2014,RAGATI,,Nairobi,Elizabeth,Mudavadi,benammi.pharmcies.nhif.nairobi@yahoo.com,elizabeth.mudavadi@gmail.com,ben.ammi.pharmcies@gmail.com,bpphar@gmail.com,bpnair@gmail.com,bpnair@gmail.com
549,BENAMED PHARMACY (Nairobi),RETAIL,PPB/B/623,Active,MjY3Nw==,PPB/B/623,BU202306165,SOLE PROPRIETOR,RETAIL,2014,KANGUNDO RD,,Nairobi,Daniel,Otieno,benamed.pharmacy.nairobi@yahoo.com,daniel.otieno@gmail.com,benamed.pharmacy..na@yahoo.com,daniel@gmail.com,bpnair@gmail.com,bpnair@gmail.com
559,BENCHMARK PHARMACY (Nairobi),RETAIL,PPB/B/6733,Active,NzUyMQ==,PPB/B/6733,BU202303070,SOLE PROPRIETOR,RETAIL,2016,KANGUNDO ROAD,,Nairobi,Isaiah,Ochieng,benchmark.pharmacy.nairobi@gmail.com,isaiah.ochieng@gmail.com,benchmark.pharmacy@yahoo.com,ochieng@yahoo.com,isaiah@yahoo.com,isaiah@yahoo.com
580,BERRIES PHARMACY (Nairobi),RETAIL,PPB/B/6829,Active,MTcxNDA=,PPB/B/6829,BU202309405,SOLE PROPRIETOR,RETAIL,2017,NGONG\' ROAD,,Nairobi,Ethan,Wainaina,berries.pharmacy.nairobi@gmail.com,ethan.wainaina@yahoo.com,berries.pharmacy..na@gmail.com,bpphar@yahoo.com,bpnair@yahoo.com,bpnair@yahoo.com
616,BETTAN PHARMACY (Nairobi),RETAIL,PPB/B/420,Active,MTQxNQ==,PPB/B/420,BU202303678,SOLE PROPRIETOR,RETAIL,2012,KAMITI RD,,Nairobi,Joanna,Marube,bettan.pharmacy.nairobi@yahoo.com,joanna.marube@gmail.com,bettan.pharmacy..nai@yahoo.com,bpphar@gmail.com,bpnair@gmail.com,bpnair@gmail.com
622,BEVCO PHARMACEUTICAL (Nairobi),RETAIL,PPB/B/7006,Active,MTk5MzQ=,PPB/B/7006,BU202306630,PARTNERSHIP,RETAIL,2017,KANGUNDO ROAD,,Nairobi,Martha,Wekesa,bevco.pharmaceutical.nairobi@yahoo.com,martha.wekesa@yahoo.com,bevco.pharmaceutical@gmail.com,bpphar@yahoo.com,marthar@yahoo.com,marthar@yahoo.com
623,BEVEL CHEMIST-UMOJA II (Nairobi),RETAIL,PPB/B/6896,Active,MTgwMTM=,PPB/B/6896,BU202307617,SOLE PROPRIETOR,RETAIL,2017,MANYANJA ROAD,,Nairobi,Jacob,Muthama,bevel.chemistumoja.ii.nairobi@gmail.com,jacob.muthama@gmail.com,bevel.chemist.umoja@yahoo.com,bcchem@gmail.com,jacob@yahoo.com,jacob@yahoo.com
627,BEYOND PHARMACEUTICALS-EASTLEIGH (Nairobi),RETAIL,PPB/B/6814,Active,MTY5MjY=,PPB/B/6814,BU202306247,PARTNERSHIP,RETAIL,2017,FIRST AVENUE,,Nairobi,Tabitha,Muiruri,beyond.pharmaceuticalseastleigh.nairobi@yahoo.com,tabitha.muiruri@gmail.com,beyond.pharmaceutica@gmail.com,muiruri22@gmail.com,bpnair@gmail.com,bpnair@gmail.com
631,BHAVESH CHEMIST (MAIN) (Nairobi),RETAIL,PPB/B/160,Active,MzEzMQ==,PPB/B/160,BU202307109,SOLE PROPRIETOR,RETAIL,2007,NGARA ROAD,,Nairobi,Joanna,Ngugi,bhavesh.chemist.main.nairobi@yahoo.com,joanna.ngugi@gmail.com,bhavesh.chemist..mai@gmail.com,ngugi11@yahoo.com,joannar@yahoo.com,joannar@yahoo.com
632,BHAVESH CHEMIST (TOMFRANK) (Nairobi),RETAIL,PPB/B/6742,Active,NzY2NQ==,PPB/B/6742,BU202304547,SOLE PROPRIETOR,RETAIL,2015,NGARA ROAD,,Nairobi,Bartholomew,Mwanzia,bhavesh.chemist.tomfrank.nairobi@gmail.com,bartholomew.mwanzia@yahoo.com,bhavesh.chemist..tom@yahoo.com,bcchem@yahoo.com,bcnair@yahoo.com,bcnair@yahoo.com
634,BIBO PHARMACEUTICALS LTD-MFANGANO (Nairobi),RETAIL,PPB/B/6878,Active,MTc4Mjc=,PPB/B/6878,BU202302451,PRIVATE COMPANY (LIMITED),RETAIL,2015,MFANGANO ST,,Nairobi,Martha,Gichuru,bibo.pharmaceuticals.ltdmfangano.nairobi@gmail.com,martha.gichuru@gmail.com,bibo.pharmaceuticals@yahoo.com,gichuru24@yahoo.com,martha@gmail.com,martha@gmail.com
637,BIG BROTHERS CHEMIST (Nairobi),RETAIL,PPB/B/6712,Active,NzE0Ng==,PPB/B/6712,BU202302108,SOLE PROPRIETOR,RETAIL,2016,JOGOO ROAD,,Nairobi,Naomi,Wekesa,big.brothers.chemist.nairobi@gmail.com,naomi.wekesa@yahoo.com,big.brothers.chemist@yahoo.com,bbbrot@yahoo.com,naomi57@yahoo.com,naomi57@yahoo.com
640,BIGSTAR PHARMACY (Nairobi),RETAIL,PPB/B/6745,Active,NzgwMQ==,PPB/B/6745,BU202307742,SOLE PROPRIETOR,RETAIL,2015,MANYANJA ROAD,,Nairobi,Paul,Shikuku,bigstar.pharmacy.nairobi@gmail.com,paul.shikuku@yahoo.com,bigstar.pharmacy..na@yahoo.com,bpphar@gmail.com,paul@gmail.com,paul@gmail.com
645,BILLY\'S CHEMISTS (Nairobi),RETAIL,PPB/B/439,Active,MTM5OQ==,PPB/B/439,BU202306743,PARTNERSHIP,RETAIL,2003,OFF KANGUNDO RD,,Nairobi,Rebecca,Ngui,billys.chemists.nairobi@gmail.com,rebecca.ngui@gmail.com,billy..s.chemists..n@gmail.com,bcchem@gmail.com,bcnair@gmail.com,bcnair@gmail.com
648,BINGWA PHARMCARE (Nairobi),RETAIL,PPB/B/645,Active,Mzg1Mw==,PPB/B/645,BU202301445,SOLE PROPRIETOR,RETAIL,2014,MFUBUNDU RD,,Nairobi,Philip,Owino,bingwa.pharmcare.nairobi@yahoo.com,philip.owino@gmail.com,bingwa.pharmcare..na@yahoo.com,owino19@yahoo.com,bpnair@yahoo.com,bpnair@yahoo.com
657,BIOLIVE CHEMIST (Nairobi),RETAIL,PPB/B/480,Active,NDY2OQ==,PPB/B/480,BU202306479,SOLE PROPRIETOR,RETAIL,2014,JUAKALI RD,,Nairobi,Nathan,Wanjiru,biolive.chemist.nairobi@gmail.com,nathan.wanjiru@gmail.com,biolive.chemist..nai@gmail.com,nathan@gmail.com,nathan80@yahoo.com,nathan80@yahoo.com
666,BITAB PHARMACY (Nairobi),RETAIL,PPB/B/601,Active,MzE2OQ==,PPB/B/601,BU202309345,SOLE PROPRIETOR,RETAIL,2013,NYAYO,,Nairobi,Titus,Mochoge,bitab.pharmacy.nairobi@gmail.com,titus.mochoge@yahoo.com,bitab.pharmacy..nair@yahoo.com,titus77@gmail.com,titusr@gmail.com,titusr@gmail.com
669,BIYON HEALTH CARE LIMITED (Nairobi),RETAIL,PPB/B/7073,Active,MjM4NTU=,PPB/B/7073,BU202302748,PARTNERSHIP,RETAIL,2021,KLARIE HIHU ROAD 8,,Nairobi,Elijah,Shikuku,biyon.health.care.limited.nairobi@yahoo.com,elijah.shikuku@yahoo.com,biyon.health.care.li@yahoo.com,bhheal@gmail.com,elijahr@yahoo.com,elijahr@yahoo.com
670,BIZET PHARMA LTD (Nairobi),RETAIL,PPB/B/620,Active,NTI0Mw==,PPB/B/620,BU202308693,PRIVATE COMPANY (LIMITED),RETAIL,2014,MUGUMONI ST.,,Nairobi,Esther,Okello,bizet.pharma.ltd.nairobi@gmail.com,esther.okello@gmail.com,bizet.pharma.ltd..na@yahoo.com,bpphar@yahoo.com,bpnair@gmail.com,bpnair@gmail.com
674,BLESSED JAB (Nairobi),RETAIL,PPB/B/6919,Active,MTg0MDI=,PPB/B/6919,BU202300624,SOLE PROPRIETOR,RETAIL,2018,ELDORET ROAD,,Nairobi,Rebecca,Gichuru,blessed.jab.nairobi@gmail.com,rebecca.gichuru@yahoo.com,blessed.jab..nairobi@gmail.com,bjjab@yahoo.com,bjnair@yahoo.com,bjnair@yahoo.com
686,BLIXEN PHARMA LTD (Nairobi),RETAIL,PPB/B/470,Active,MjA2Mw==,PPB/B/470,BU202303407,PRIVATE COMPANY (LIMITED),RETAIL,2013,NGARA,,Nairobi,Miriam,Wanyama,blixen.pharma.ltd.nairobi@gmail.com,miriam.wanyama@gmail.com,blixen.pharma.ltd..n@yahoo.com,miriam24@yahoo.com,miriam@gmail.com,miriam@gmail.com
688,BLOOMMED PHARMACY (Nairobi),RETAIL,PPB/B/6786,Active,MTY1MDQ=,PPB/B/6786,BU202308925,SOLE PROPRIETOR,RETAIL,2017,OFF KANGUNDO ROAD,,Nairobi,Reuben,Nyakundi,bloommed.pharmacy.nairobi@yahoo.com,reuben.nyakundi@gmail.com,bloommed.pharmacy..n@yahoo.com,bpphar@gmail.com,bpnair@gmail.com,bpnair@gmail.com
691,BLOSSOM PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/506,Active,MjYzMg==,PPB/B/506,BU202304089,SOLE PROPRIETOR,RETAIL,2014,KAMUNDE RD,,Nairobi,Jonathan,Muli,blossom.pharmaceuticals.nairobi@yahoo.com,jonathan.muli@gmail.com,blossom.pharmaceutic@yahoo.com,jonathan@gmail.com,bpnair@yahoo.com,bpnair@yahoo.com
698,BLUE OCEAN PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/7013,Active,MjAzMTI=,PPB/B/7013,BU202304375,SOLE PROPRIETOR,RETAIL,2017,NAIVASHA ROAD,,Nairobi,Elizabeth,Wanyama,blue.ocean.pharmaceuticals.nairobi@gmail.com,elizabeth.wanyama@gmail.com,blue.ocean.pharmaceu@gmail.com,wanyama@yahoo.com,elizabeth73@yahoo.com,elizabeth73@yahoo.com
708,BLURACE CHEMIST (Nairobi),RETAIL,PPB/B/0500,Active,NDcxNw==,PPB/B/0500,BU202302785,PRIVATE COMPANY (LIMITED),RETAIL,2014,KAMUNDE RD,,Nairobi,Rebecca,Kamau,blurace.chemist.nairobi@gmail.com,rebecca.kamau@gmail.com,blurace.chemist..nai@yahoo.com,bcchem@gmail.com,rebeccar@yahoo.com,rebeccar@yahoo.com
716,BOMA PHARMACEUTICAL LIMITED (Nairobi),RETAIL,PPB/B/6686,Active,NjY5Nw==,PPB/B/6686,BU202305310,PRIVATE COMPANY (LIMITED),RETAIL,2015,KANGUNDO ROAD,,Nairobi,Seth,Wamalwa,boma.pharmaceutical.limited.nairobi@gmail.com,seth.wamalwa@gmail.com,boma.pharmaceutical@gmail.com,bpphar@gmail.com,bpnair@gmail.com,bpnair@gmail.com
724,BON SANTE PHARMACEUTICALS LTD  (Nairobi),RETAIL,PPB/B/477,Active,MTgzNQ==,PPB/B/477,BU202300563,SOLE PROPRIETOR,RETAIL,2015,CDF ROAD OFF MANYAJA ROAD,,Nairobi,Elizabeth,Nyakundi,bon.sante.pharmaceuticals.ltd.nairobi@yahoo.com,elizabeth.nyakundi@yahoo.com,bon.sante.pharmaceut@gmail.com,nyakundi@yahoo.com,elizabethr@gmail.com,elizabethr@gmail.com
725,BOND PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/332,Active,MTQ3OA==,PPB/B/332,BU202301316,SOLE PROPRIETOR,RETAIL,1914,THIKA RD,,Nairobi,Naomi,Otieno,bond.pharmaceuticals.nairobi@gmail.com,naomi.otieno@gmail.com,bond.pharmaceuticals@gmail.com,naomi43@yahoo.com,bpnair@gmail.com,bpnair@gmail.com
729,BONFAITH HEALTHCARE LIMITED-HURUMA (Nairobi),RETAIL,PPB/B/664,Active,NDM1Ng==,PPB/B/664,BU202307404,PRIVATE COMPANY (LIMITED),RETAIL,2010,EASTERN BYPASS,,Nairobi,Esther,Omollo,bonfaith.healthcare.limitedhuruma.nairobi@yahoo.com,esther.omollo@yahoo.com,bonfaith.healthcare@gmail.com,bhheal@yahoo.com,esther50@gmail.com,esther50@gmail.com
732,BONGO PHARMACEUTICALS-TARSIA (Nairobi),RETAIL,PPB/B/0654,Active,NDQ0Mw==,PPB/B/0654,BU202301411,SOLE PROPRIETOR,RETAIL,2015,OUTERING ROAD,,Nairobi,Rachel,Nyakundi,bongo.pharmaceuticalstarsia.nairobi@gmail.com,rachel.nyakundi@yahoo.com,bongo.pharmaceutical@gmail.com,bpphar@gmail.com,bpnair@gmail.com,bpnair@gmail.com
734,BONIS CHEMIST (Nairobi),RETAIL,PPB/B/7061,Active,MjM1NDA=,PPB/B/7061,BU202300817,SOLE PROPRIETOR,RETAIL,2020,WANYEE ROAD,,Nairobi,Mary,Koech,bonis.chemist.nairobi@gmail.com,mary.koech@gmail.com,bonis.chemist..nairo@gmail.com,bcchem@gmail.com,bcnair@gmail.com,bcnair@gmail.com
