id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,Owner First Name,Owner Last Name,Owner Email
5129,PENTAMED PHARMACY,RETAIL,PPB/P/4893,Status: Active,Mjk3ODY=,Muli,Chebet,mulic@gmail.com40@gmail.com
6120,SITET PHARMACEUTICALS,RETAIL,PPB/S/9225,Status: Active,MzAxMjM=,Winny,Kyalo,wk@gmail.com42@gmail.com
7159,ZAHRA CHEMIST LTD,RETAIL,PPB/Z/1316,Status: Active,Mjk1NTA=,Elizabeth,Daniel,ed@gmail.com41@gmail.com
5199,PHARMAPLUS PHARMACEUTICALS LTD- FOURWAYS,RETAIL,PPB/P/4855,Status: Active,Mjg4ODY=,Keith,Mzungu,keithm@gmail.com99@gmail.com
3758,MAJORCARE CHEMIST,RETAIL,PPB/M/9521,Status: Active,Mjc0NDk=,Samuel,Ngunjiri,sngunjiri@gmail.com6@gmail.com
4992,OLOSERIAN CHEMIST BISIL,RETAIL,PPB/O/1093,Status: Active,MjkwMjc=,Jerop,Mohamed,jeropm@gmail.com65@gmail.com
4992,OLOSERIAN CHEMIST BISIL,RETAIL,PPB/O/1093,Status: Active,MjkwMjc=,Jackline,Kinyanjui,jk@gmail.com17@gmail.com
4249,MICHA PHARMACY LIMITED,RETAIL,PPB/M/9566,Status: Active,Mjc3NzM=,Winnie,Issak,wissak@gmail.com86@gmail.com
4249,MICHA PHARMACY LIMITED,RETAIL,PPB/M/9566,Status: Active,Mjc3NzM=,Karen,Ndiritu,karenn@gmail.com59@gmail.com
4644,NAVUHI MEDICARE CHEMIST,RETAIL,PPB/N/1274,Status: Active,MjcwNTM=,Johnson,Nthiga,johnsonn@gmail.com50@gmail.com
7003,WELHUB  PHARMACY,RETAIL,PPB/W/7423,Status: Active,Mjc3NDM=,Duncan,Nasimiyu,dnasimiyu@gmail.com18@gmail.com
5589,RIAKANAU PHARMACY,RETAIL,PPB/R/1239,Status: Active,MjY3MTg=,Wamalwa,Jepkemboi,wamalwajepkemboi@gmail.com39@gmail.com
7096,WINSLOW CHEMIST,RETAIL,PPB/W/7415,Status: Active,MjczMDI=,Maurice,Jerotich,mauricejerotich@gmail.com88@gmail.com
5219,PHARMAPLUS PHARMACEUTICALS LTD-NAIROBI WEST,RETAIL,PPB/P/4890,Status: Active,Mjk3MzU=,Levis,Ekal,levisekal@gmail.com98@gmail.com
5219,PHARMAPLUS PHARMACEUTICALS LTD-NAIROBI WEST,RETAIL,PPB/P/4890,Status: Active,Mjk3MzU=,Issa,Muktar,imuktar@gmail.com37@gmail.com
5334,POINT MARK PHARMACEUTICAL LIMITED,RETAIL,PPB/P/4858,Status: Active,Mjg5NTk=,Joram,Nasambu,joramnasambu@gmail.com8@gmail.com
5346,PRAMAH PHARMACY LIMITED,RETAIL,PPB/P/3110,Status: Active,Mjc2OTc=,Amin,Mbaka,am@gmail.com35@gmail.com
5135,PERFECT HEALTH CHEMIST,RETAIL,PPB/P/4844,Status: Active,Mjg3MTg=,Okumu,Odongo,oodongo@gmail.com63@gmail.com
4901,NYAKOE CHEMISTS COMPANY LIMITED-NYAKOE,RETAIL,PPB/N/1251,Status: Active,MjYzNDM=,Chelangat,Mutio,chelangatmutio@gmail.com62@gmail.com
5355,PREMEDFEDHA  PHARMACY,RETAIL,PPB/P/4907,Status: Active,MzAxNjc=,Irungu,Nzilani,inzilani@gmail.com2@gmail.com
5355,PREMEDFEDHA  PHARMACY,RETAIL,PPB/P/4907,Status: Active,MzAxNjc=,Kimani,Oyoo,koyoo@gmail.com66@gmail.com
5006,ONE DIAL PHARMACY,RETAIL,PPB/O/1087,Status: Active,Mjg0NTc=,Thuo,Anyango,tanyango@gmail.com10@gmail.com
3886,MART HEALTH OPTIONS,RETAIL,PPB/M/9771,Status: Active,MzAyNDM=,Ibrahim,Warui,iwarui@gmail.com5@gmail.com
3772,MAKINI -PHARMACEUTICAL KIMBIBI,RETAIL,PPB/M/9621,Status: Active,Mjg0MzE=,Issa,Ngome,ingome@gmail.com30@gmail.com
3772,MAKINI -PHARMACEUTICAL KIMBIBI,RETAIL,PPB/M/9621,Status: Active,Mjg0MzE=,Solomon,Ndolo,sndolo@gmail.com76@gmail.com
6639,TOPMEDS SUPPLIES LIMITED,RETAIL,PPB/T/5787,Status: Active,MjkyNDA=,Anita,Ekiru,anitaekiru@gmail.com68@gmail.com
3794,MALIBU EPIC BUSINESS PARK MOMBASA,RETAIL,PPB/M/9477,Status: Active,MjY5NDk=,Amina,Syombua,asyombua@gmail.com29@gmail.com
6139,SKYLINE HEALTH - NDENDERU,RETAIL,PPB/S/9137,Status: Active,Mjg4NDQ=,Gerald,Gachoki,ggachoki@gmail.com34@gmail.com
6814,UNITED THERAPEUTIC PHARMACY LIMITED,RETAIL,PPB/U/9492,Status: Active,Mjg0MTg=,Gordon,Mbatha,gm@gmail.com30@gmail.com
4639,NATIONCARE PHARMACY,RETAIL,PPB/N/1584,Status: Active,MzAzNDc=,Debora,Mmboga,dm@gmail.com4@gmail.com
5617,RILEYS CHEMIST,RETAIL,PPB/R/1278,Status: Active,Mjc3MTQ=,Boniface,Duba,bduba@gmail.com90@gmail.com
5617,RILEYS CHEMIST,RETAIL,PPB/R/1278,Status: Active,Mjc3MTQ=,Cherop,Barongo,cbarongo@gmail.com54@gmail.com
6301,SUBEM CHEMIST,RETAIL,PPB/S/9207,Status: Active,Mjk5MTU=,Aisha,Cherono,aishac@gmail.com10@gmail.com
3840,MANKIND PHARMACY,RETAIL,PPB/M/9703,Status: Active,MjkyNzA=,Gordon,Waithaka,gordonw@gmail.com11@gmail.com
6155,SMART DREAMS CHEMISTS,RETAIL,PPB/S/9098,Status: Active,MjgxODA=,Zacharia,Kimanzi,zk@gmail.com30@gmail.com
6300,SUAM CHEMIST,RETAIL,PPB/S/9088,Status: Active,MjgwODE=,Phineas,Mmboga,phineasmmboga@gmail.com7@gmail.com
6300,SUAM CHEMIST,RETAIL,PPB/S/9088,Status: Active,MjgwODE=,Michelle,Mati,mm@gmail.com39@gmail.com
4097,MEDISAN MEDICAL CENTER,RETAIL,PPB/M/9702,Status: Active,MjkyNjE=,Tyson,Fondo,tysonf@gmail.com61@gmail.com
4566,NAEL CHEMIST,RETAIL,PPB/N/1278,Status: Active,MjcxMDE=,Eliud,Njue,eliudnjue@gmail.com51@gmail.com
4566,NAEL CHEMIST,RETAIL,PPB/N/1278,Status: Active,MjcxMDE=,Gift,Bakari,giftbakari@gmail.com2@gmail.com
4566,NAEL CHEMIST,RETAIL,PPB/N/1278,Status: Active,MjcxMDE=,Regina,Jepkorir,rjepkorir@gmail.com4@gmail.com
5471,RAMRONS PHARMACY,RETAIL,PPB/R/1274,Status: Active,Mjc1NjM=,Naomi,Kiio,naomik@gmail.com98@gmail.com
5281,PHARMWI PHARMACY,RETAIL,PPB/P/2236,Status: Active,MjcwNjc=,Ann,Aloo,anna@gmail.com54@gmail.com
4589,NAJMI CHEMIST,RETAIL,PPB/N/1582,Status: Active,MzAyMzA=,Jebet,Kosgei,jkosgei@gmail.com22@gmail.com
6228,SPENOK PHARMACY,RETAIL,PPB/S/9171,Status: Active,MjkzMjQ=,Milcah,Swaleh,milcahswaleh@gmail.com49@gmail.com
5320,PISGAH PHARMACEUTICALS,RETAIL,PPB/P/4839,Status: Active,Mjg2NDE=,Lydiah,Ngei,lydiahngei@gmail.com81@gmail.com
7037,WENDO CHEMIST,RETAIL,PPB/W/7433,Status: Active,Mjg1NzA=,Wamalwa,Martin,wmartin@gmail.com65@gmail.com
5115,PEKAMED CHEMIST,RETAIL,PPB/P/3105,Status: Active,Mjc1NTI=,Barasa,Muthengi,barasam@gmail.com19@gmail.com
5585,RHAPTA PHARMACY,RETAIL,PPB/R/1344,Status: Active,MjkyNjA=,Brian,Lemayian,bl@gmail.com52@gmail.com
5585,RHAPTA PHARMACY,RETAIL,PPB/R/1344,Status: Active,MjkyNjA=,Korir,Ng'ang'a,korirn@gmail.com55@gmail.com
4204,MENIA INVESTMENT LIMITED,RETAIL,PPB/M/9424,Status: Active,MjY1MTc=,Isaac,Makau,im@gmail.com55@gmail.com
3996,MED SPARCKLE PHARMACY,RETAIL,PPB/M/9622,Status: Active,Mjg0Mzc=,Shukri,David,sdavid@gmail.com81@gmail.com
3996,MED SPARCKLE PHARMACY,RETAIL,PPB/M/9622,Status: Active,Mjg0Mzc=,Abraham,Imali,aimali@gmail.com49@gmail.com
3818,MALTA CARE PHARMACY,RETAIL,PPB/M/9746,Status: Active,Mjk3NDg=,Hope,Kaberia,hopek@gmail.com36@gmail.com
3691,LYDIUS CHEMIST,RETAIL,PPB/L/9862,Status: Active,MzAwMDE=,Pius,Ngari,piusngari@gmail.com18@gmail.com
3691,LYDIUS CHEMIST,RETAIL,PPB/L/9862,Status: Active,MzAwMDE=,Ng'ang'a,Mulinge,ng'ang'am@gmail.com68@gmail.com
4109,MEDITEC E.A FAIRLIFE PHARMACY,RETAIL,PPB/M/9790,Status: Active,MzA1ODQ=,Jael,Nyakundi,jnyakundi@gmail.com80@gmail.com
5094,PAULGAB PHARMACY,RETAIL,PPB/P/4886,Status: Active,Mjk3MDU=,Musa,Kennedy,musak@gmail.com28@gmail.com
5094,PAULGAB PHARMACY,RETAIL,PPB/P/4886,Status: Active,Mjk3MDU=,Kipyegon,Sitienei,ks@gmail.com5@gmail.com
3754,MAJESTY PHARMACEUTICALS LIMITED,RETAIL,PPB/M/9555,Status: Active,Mjc2NjE=,Boniface,Nafuna,bnafuna@gmail.com79@gmail.com
5384,PROGYTOWN PHARMACY,RETAIL,PPB/P/2246,Status: TEMP_REVOK,MjcyODY=,Gibson,Mwiti,gmwiti@gmail.com49@gmail.com
4369,MONCLAIRE DISCOUNT PHARMACY,RETAIL,PPB/M/9712,Status: Active,MjkzNzQ=,Zacharia,Jepkorir,zjepkorir@gmail.com22@gmail.com
4369,MONCLAIRE DISCOUNT PHARMACY,RETAIL,PPB/M/9712,Status: Active,MjkzNzQ=,Marion,Lewa,marionl@gmail.com80@gmail.com
3667,LUIZ'S PHARMACEUTICAL,RETAIL,PPB/L/9828,Status: Active,Mjg5ODQ=,Kimani,Kipkemoi,kk@gmail.com81@gmail.com
5789,SABEJA CHEMIST,RETAIL,PPB/S/9180,Status: Active,Mjk0ODk=,Titus,Makori,tmakori@gmail.com28@gmail.com
5789,SABEJA CHEMIST,RETAIL,PPB/S/9180,Status: Active,Mjk0ODk=,Jeptoo,George,jeptoogeorge@gmail.com23@gmail.com
4303,MIPHENS SUPPLIERS LIMITED,RETAIL,PPB/M/9630,Status: Active,Mjg1MjA=,Makau,Ndirangu,makaun@gmail.com87@gmail.com
4303,MIPHENS SUPPLIERS LIMITED,RETAIL,PPB/M/9630,Status: Active,Mjg1MjA=,Austine,Moseti,austinemoseti@gmail.com38@gmail.com
5198,PHARMAPLUS PHARMACEUTICALS LTD- BBS MALL EASTLEIGH,RETAIL,PPB/P/4882,Status: Active,Mjk2NjI=,Jerop,Soi,jsoi@gmail.com29@gmail.com
6112,SIPILO CHEMIST-NANYUKI,RETAIL,PPB/S/9129,Status: Active,Mjg2MjQ=,Simon,Kioko,simonk@gmail.com56@gmail.com
4159,MEDSRUS LIMITED-PHARMACY,RETAIL,PPB/M/9484,Status: Active,MjcwMjg=,Evaline,Muthee,emuthee@gmail.com78@gmail.com
4159,MEDSRUS LIMITED-PHARMACY,RETAIL,PPB/M/9484,Status: Active,MjcwMjg=,Jack,Ndunge,jackn@gmail.com75@gmail.com
6217,SOUTHSHORE PHARMACY,RETAIL,PPB/S/9170,Status: Active,MjkyOTE=,Ahmed,Esinyen,ahmedesinyen@gmail.com79@gmail.com
4982,OLIVEPOINT CHEMIST,RETAIL,PPB/O/1080,Status: Active,MjgxOTg=,Jimmy,Bulle,jb@gmail.com14@gmail.com
4982,OLIVEPOINT CHEMIST,RETAIL,PPB/O/1080,Status: Active,MjgxOTg=,Sylivia,Noor,sylivianoor@gmail.com20@gmail.com
4982,OLIVEPOINT CHEMIST,RETAIL,PPB/O/1080,Status: Active,MjgxOTg=,Anna,Mutahi,amutahi@gmail.com26@gmail.com
6187,SOLUTION SAVANT,RETAIL,PPB/S/9233,Status: Active,MzAzMTg=,Stephene,Nduati,stephenenduati@gmail.com38@gmail.com
6187,SOLUTION SAVANT,RETAIL,PPB/S/9233,Status: Active,MzAzMTg=,Cherotich,Samuel,cherotichsamuel@gmail.com20@gmail.com
6187,SOLUTION SAVANT,RETAIL,PPB/S/9233,Status: Active,MzAzMTg=,Milkah,Opiyo,mopiyo@gmail.com55@gmail.com
5614,RIIRIPHARM CHEMIST,RETAIL,PPB/R/1292,Status: Active,MjgwMTk=,Annah,Changawa,annahc@gmail.com51@gmail.com
4264,MIDSTREET PHARMACY,RETAIL,PPB/M/9487,Status: REVOKED,MjcwNjg=,Chris,Omollo,chrisomollo@gmail.com73@gmail.com
6619,TOB - KNIGHT CHEMIST,RETAIL,PPB/T/5788,Status: Active,MjkyNDU=,Pius,Maranga,piusmaranga@gmail.com27@gmail.com
3656,LUCHAO PHARMACY,RETAIL,PPB/L/9858,Status: Active,Mjk4Mzg=,Pauline,Kipngeno,paulinekipngeno@gmail.com85@gmail.com
7186,ZEY PHARMACEUTICALS EASTLEIGH,RETAIL,PPB/Z/1313,Status: Active,MjkzMzY=,Boaz,Ramadhan,boazr@gmail.com17@gmail.com
6618,TMF PHARMACEUTICALS CO LTD,RETAIL,PPB/T/5778,Status: Active,Mjg5NzY=,Purity,Oyoo,purityo@gmail.com92@gmail.com
6618,TMF PHARMACEUTICALS CO LTD,RETAIL,PPB/T/5778,Status: Active,Mjg5NzY=,Joel,Jerop,joelj@gmail.com26@gmail.com
6917,VITAHEALTH PHARMACY,RETAIL,PPB/V/405,Status: Active,Mjg3OTI=,Cecilia,Kombo,ck@gmail.com26@gmail.com
6917,VITAHEALTH PHARMACY,RETAIL,PPB/V/405,Status: Active,Mjg3OTI=,Kibet,Nyabuti,knyabuti@gmail.com34@gmail.com
6917,VITAHEALTH PHARMACY,RETAIL,PPB/V/405,Status: Active,Mjg3OTI=,Deng,Mulwa,dm@gmail.com49@gmail.com
6917,VITAHEALTH PHARMACY,RETAIL,PPB/V/405,Status: Active,Mjg3OTI=,Njeru,Nduati,njerun@gmail.com59@gmail.com
6644,TOPWAY  CHEMIST,RETAIL,PPB/T/5650,Status: Active,MjYzMTQ=,Shadrack,Wainaina,swainaina@gmail.com41@gmail.com
5560,REMION DRUG STORE,RETAIL,PPB/R/1368,Status: Active,Mjk4NzI=,Michelle,Kobia,mkobia@gmail.com33@gmail.com
5560,REMION DRUG STORE,RETAIL,PPB/R/1368,Status: Active,Mjk4NzI=,Bridgit,Oginga,bridgitoginga@gmail.com19@gmail.com
5164,PHARMA PILL,RETAIL,PPB/P/2234,Status: Active,MjcwNTg=,Gedion,Awadh,ga@gmail.com34@gmail.com
3481,LENATA PHARMACY,RETAIL,PPB/L/9873,Status: Active,MzAyNDQ=,Kenneth,Wanje,kennethw@gmail.com74@gmail.com
3481,LENATA PHARMACY,RETAIL,PPB/L/9873,Status: Active,MzAyNDQ=,Rita,Murage,ritamurage@gmail.com2@gmail.com
4389,MOROGO CHEMIST,RETAIL,PPB/M/9453,Status: Active,MjY3Mjk=,Daniel,Muchemi,dm@gmail.com21@gmail.com
4831,NJOLINGA CHEMIST SOUTH B,RETAIL,PPB/N/1551,Status: Active,Mjk0NTU=,Walter,Abdullahi,wabdullahi@gmail.com26@gmail.com
6501,THE CEE PHARMACY,RETAIL,PPB/T/5678,Status: Active,MjY3ODE=,Johnstone,Oduori,joduori@gmail.com52@gmail.com
6501,THE CEE PHARMACY,RETAIL,PPB/T/5678,Status: Active,MjY3ODE=,Valentine,Kawira,vk@gmail.com47@gmail.com
5187,PHARMAPLUS PHARMACEUTICAL-KILIFI,RETAIL,PPB/P/2205,Status: Active,MjYzMTA=,Reagan,Muthoka,reaganm@gmail.com80@gmail.com
5187,PHARMAPLUS PHARMACEUTICAL-KILIFI,RETAIL,PPB/P/2205,Status: Active,MjYzMTA=,Shamsa,Shikuku,sshikuku@gmail.com98@gmail.com
5944,SCANDIC PHARMACY LIMITED,RETAIL,PPB/S/9172,Status: REVOKED,MjkzNDU=,Bryan,Nderitu,bnderitu@gmail.com3@gmail.com
6451,TAZON CHEMIST,RETAIL,PPB/T/5717,Status: Active,Mjc1NjE=,Micah,Nyokabi,mn@gmail.com75@gmail.com
3578,LINCOLN AND SONS PHARMACY,RETAIL,PPB/L/9859,Status: Active,Mjk4ODE=,Amin,Jelagat,aminj@gmail.com8@gmail.com
3722,MACHPHARM CHEMIST,RETAIL,PPB/M/9593,Status: Active,MjgxODk=,Aden,Munywoki,amunywoki@gmail.com33@gmail.com
4442,MUHA   CHEMIST,RETAIL,PPB/M/9441,Status: Active,MjY2NDA=,Korir,Adhiambo,kadhiambo@gmail.com20@gmail.com
4442,MUHA   CHEMIST,RETAIL,PPB/M/9441,Status: Active,MjY2NDA=,Kipkemoi,Ndolo,kndolo@gmail.com99@gmail.com
5213,PHARMAPLUS PHARMACEUTICALS LTD-COMET HOUSE,RETAIL,PPB/P/4891,Status: Active,Mjk3NDY=,Kilonzo,Jeptoo,kj@gmail.com66@gmail.com
5053,PACIFIC PHARMACY,RETAIL,PPB/P/2245,Status: Active,MjcyNDg=,Cosmas,Hillow,cosmash@gmail.com56@gmail.com
7067,WHITPRU CHEMIST,RETAIL,PPB/W/7405,Status: Active,MjY5OTQ=,Fatma,Muasya,fmuasya@gmail.com40@gmail.com
5621,RINEYMED SOLUTIONS LTD,RETAIL,PPB/R/1305,Status: Active,MjgyODU=,Steven,Ntinyari,sntinyari@gmail.com67@gmail.com
3644,LORAN PHARMACY,RETAIL,PPB/L/9834,Status: REVOKED,MjkxMDg=,Patrick,Gatimu,pgatimu@gmail.com33@gmail.com
3644,LORAN PHARMACY,RETAIL,PPB/L/9834,Status: REVOKED,MjkxMDg=,Dismas,Mugendi,dismasmugendi@gmail.com19@gmail.com
6745,TULAMART PHARMACEUTICAL LTD,RETAIL,PPB/T/5743,Status: Active,MjgwMDk=,Collince,Charles,ccharles@gmail.com76@gmail.com
5596,RICHPAM PHARMACY,RETAIL,PPB/R/1289,Status: Active,Mjc5ODY=,Farah,Kitsao,farahkitsao@gmail.com80@gmail.com
3736,MAGENTA PHARMACY,RETAIL,PPB/M/9688,Status: Active,MjkwOTQ=,Abigael,Wamaitha,awamaitha@gmail.com37@gmail.com
7207,ZUENARUSH PHARMACY,RETAIL,PPB/Z/1152,Status: Active,MjY2MjE=,Weldon,Omondi,womondi@gmail.com78@gmail.com
3956,MAXLAB CHEMIST & AGROVET LTD,RETAIL,PPB/M/9429,Status: Active,MjY1NTI=,Suleiman,Kivuva,skivuva@gmail.com18@gmail.com
5842,SALAMA NDANI,RETAIL,PPB/S/9043,Status: Active,Mjc1MjE=,Mary,Masha,marym@gmail.com51@gmail.com
5842,SALAMA NDANI,RETAIL,PPB/S/9043,Status: Active,Mjc1MjE=,Racheal,Kaimenyi,rachealkaimenyi@gmail.com74@gmail.com
5842,SALAMA NDANI,RETAIL,PPB/S/9043,Status: Active,Mjc1MjE=,Dorcus,Opondo,dorcuso@gmail.com90@gmail.com
6782,TYPHARM PHARMACY,RETAIL,PPB/T/5779,Status: Active,Mjg5Nzc=,Dorcus,Omari,dorcusomari@gmail.com62@gmail.com
7199,ZOE LIFE CHEMIST LIMITED,RETAIL,PPB/Z/1314,Status: Active,Mjk0ODE=,Muema,Mutungi,muemamutungi@gmail.com29@gmail.com
7199,ZOE LIFE CHEMIST LIMITED,RETAIL,PPB/Z/1314,Status: Active,Mjk0ODE=,Evance,Thuranira,evancet@gmail.com1@gmail.com
6299,STRIVE PHARMARCY,RETAIL,PPB/S/9068,Status: Active,Mjc4MDc=,Onesmus,Mwita,onesmusmwita@gmail.com28@gmail.com
5778,RXEPERTS PHARMACY LTD,RETAIL,PPB/R/1228,Status: Active,MjY0ODc=,Josiah,Chai,jc@gmail.com68@gmail.com
6059,SHIVLING PHARMACEUTICAL LIMITED KISII,RETAIL,PPB/S/9163,Status: Active,MjkxNTQ=,Mungai,Khaemba,mk@gmail.com46@gmail.com
4844,NOBLE LITE PHARMACEUTICALS,RETAIL,PPB/N/1532,Status: Active,MjkxMjY=,Rita,Mwikali,rmwikali@gmail.com46@gmail.com
4844,NOBLE LITE PHARMACEUTICALS,RETAIL,PPB/N/1532,Status: Active,MjkxMjY=,Samuel,Githinji,sgithinji@gmail.com2@gmail.com
3661,"LUCYPHARM CHEMIST,",RETAIL,PPB/L/9871,Status: Active,MzAyMTM=,Sumeya,Nyokabi,sumeyanyokabi@gmail.com60@gmail.com
4348,MOHAME HABIB PHARMAMED LTD,RETAIL,PPB/M/9639,Status: REVOKED,Mjg1OTE=,Sally,Musembi,sm@gmail.com9@gmail.com
4348,MOHAME HABIB PHARMAMED LTD,RETAIL,PPB/M/9639,Status: REVOKED,Mjg1OTE=,Penina,Mutindi,pmutindi@gmail.com80@gmail.com
6075,SIDEHILL PHARMACY,RETAIL,PPB/S/8991,Status: Active,MjY4MTY=,Charity,Baraza,cb@gmail.com20@gmail.com
5299,PHOGRETA PHARMACEUTICALS LIMITED,RETAIL,PPB/P/4868,Status: Active,MjkyNjc=,Nzioka,Kurui,nziokak@gmail.com76@gmail.com
5299,PHOGRETA PHARMACEUTICALS LIMITED,RETAIL,PPB/P/4868,Status: Active,MjkyNjc=,Bilha,Chelagat,bchelagat@gmail.com68@gmail.com
7128,YACKOS CHEMIST KAKAMEGA,RETAIL,PPB/Y/69,Status: Active,Mjk4MTY=,Immaculate,Wesonga,iw@gmail.com42@gmail.com
3452,LEE PHARMACEUTICALS,RETAIL,PPB/L/928,Status: Active,MjY0NDY=,Mutuku,Naliaka,mutukun@gmail.com4@gmail.com
4895,NYABORO PHARMACY,RETAIL,PPB/N/1545,Status: Active,MjkyOTA=,Rita,Kenga,ritak@gmail.com50@gmail.com
4895,NYABORO PHARMACY,RETAIL,PPB/N/1545,Status: Active,MjkyOTA=,Denis,Cheptoo,dcheptoo@gmail.com25@gmail.com
6703,TREVYION ENTERPRISE  LIMITED-ELDORET,RETAIL,PPB/T/5847,Status: Active,MzA1Nzk=,Wambugu,Toroitich,wambugut@gmail.com18@gmail.com
5201,PHARMAPLUS PHARMACEUTICALS LTD- IMAARA MALL,RETAIL,PPB/P/3128,Status: Active,MjgwNDE=,Nyaboke,Kilonzo,nyabokek@gmail.com61@gmail.com
5214,PHARMAPLUS PHARMACEUTICALS LTD-KERARAPON KAREN,RETAIL,PPB/P/2242,Status: Active,MjcxNzQ=,Elizabeth,Okuku,elizabetho@gmail.com29@gmail.com
5214,PHARMAPLUS PHARMACEUTICALS LTD-KERARAPON KAREN,RETAIL,PPB/P/2242,Status: Active,MjcxNzQ=,Langat,Ndung'u,langatn@gmail.com75@gmail.com
4834,NJORO MEDIRISE PHARMARCY,RETAIL,PPB/N/1529,Status: Active,MjkxMTY=,Noor,Wabwile,nw@gmail.com89@gmail.com
4834,NJORO MEDIRISE PHARMARCY,RETAIL,PPB/N/1529,Status: Active,MjkxMTY=,Frankline,Murimi,franklinemurimi@gmail.com97@gmail.com
4834,NJORO MEDIRISE PHARMARCY,RETAIL,PPB/N/1529,Status: Active,MjkxMTY=,Jerop,Muthuri,jm@gmail.com82@gmail.com
5595,RIBSOBON PHARMACY LTD-KIMUMU,RETAIL,PPB/R/1374,Status: Active,MzAxNzI=,Phelix,Njeri,phelixnjeri@gmail.com9@gmail.com
4867,NORTHLINK HEALTH SOLUTIONS,RETAIL,PPB/N/1298,Status: Active,MjczOTM=,Jepkosgei,Wanyoike,jepkosgeiwanyoike@gmail.com49@gmail.com
4867,NORTHLINK HEALTH SOLUTIONS,RETAIL,PPB/N/1298,Status: Active,MjczOTM=,Stella,Mukoya,stellam@gmail.com6@gmail.com
6911,VIREM PHARMA PLUS,RETAIL,PPB/V/399,Status: Active,Mjg1MTQ=,Chepkorir,Muhonja,cmuhonja@gmail.com7@gmail.com
6932,VONTAN PHARMACY KAKAMEGA,RETAIL,PPB/V/423,Status: Active,Mjk5NjM=,Elosy,Fondo,efondo@gmail.com5@gmail.com
3675,LUMWA PHARMACY,RETAIL,PPB/L/9799,Status: Active,MjgwMjY=,Emma,Iminza,eiminza@gmail.com19@gmail.com
5716,ROSEMED CHEMIST,RETAIL,PPB/R/1276,Status: Active,Mjc2NDY=,Hashim,Chacha,hc@gmail.com30@gmail.com
4177,MEGA TIBA CHEMISTS,RETAIL,PPB/M/9536,Status: Active,Mjc1MjU=,Mercy,Ngaruiya,mngaruiya@gmail.com17@gmail.com
4177,MEGA TIBA CHEMISTS,RETAIL,PPB/M/9536,Status: Active,Mjc1MjU=,Kenedy,Munguti,kmunguti@gmail.com78@gmail.com
6971,WANARUONA PHARMACY.,RETAIL,PPB/W/7444,Status: Active,MjkxODA=,Rono,Mitei,rm@gmail.com77@gmail.com
6278,STAWI PHARMACY,RETAIL,PPB/S/9213,Status: Active,Mjk5OTM=,Muiruri,Kiboi,mk@gmail.com63@gmail.com
3471,LELITA PHARMACEUTICAL LTD,RETAIL,PPB/L/9835,Status: Active,MjkxMjA=,Eliud,Kalekye,ekalekye@gmail.com12@gmail.com
3471,LELITA PHARMACEUTICAL LTD,RETAIL,PPB/L/9835,Status: Active,MjkxMjA=,Okello,Bare,ob@gmail.com67@gmail.com
5971,SEMULAR PHARMACY,RETAIL,PPB/S/1755,Status: Active,MjYyNzQ=,Laura,Mwololo,lm@gmail.com52@gmail.com
5971,SEMULAR PHARMACY,RETAIL,PPB/S/1755,Status: Active,MjYyNzQ=,Patrick,Kariuki,pkariuki@gmail.com70@gmail.com
7129,YAFE PHARMCARE,RETAIL,PPB/Y/65,Status: Active,MjgxMjQ=,Abdirahman,Ombati,aombati@gmail.com74@gmail.com
7129,YAFE PHARMCARE,RETAIL,PPB/Y/65,Status: Active,MjgxMjQ=,Musa,Lewa,ml@gmail.com91@gmail.com
7129,YAFE PHARMCARE,RETAIL,PPB/Y/65,Status: Active,MjgxMjQ=,Abednego,Evans,aevans@gmail.com63@gmail.com
5923,SARAM PHARMACY LIMITED,RETAIL,PPB/S/1770,Status: Active,MjY0NzA=,Njoroge,Muthoka,nm@gmail.com13@gmail.com
4646,NAYAH PHARMACY,RETAIL,PPB/N/1567,Status: Active,Mjk4MDQ=,Douglas,Kipkosgei,dkipkosgei@gmail.com36@gmail.com
5314,PINMARK CHEMIST,RETAIL,PPB/P/4852,Status: Active,Mjg4NTk=,Debora,Koome,deborak@gmail.com82@gmail.com
6697,TREASURE LIFE PHARMACY LTD,RETAIL,PPB/T/5804,Status: Active,Mjk1NzU=,Aftin,Gichana,agichana@gmail.com60@gmail.com
5111,PECCA PHARMACY,RETAIL,PPB/P/4835,Status: Active,Mjg0Nzk=,Belinda,Munene,belindam@gmail.com54@gmail.com
5111,PECCA PHARMACY,RETAIL,PPB/P/4835,Status: Active,Mjg0Nzk=,Naima,Jomo,njomo@gmail.com99@gmail.com
6690,TRANSPAN CHEMIST - PRIME,RETAIL,PPB/T/5812,Status: Active,Mjk4MzY=,Kassim,Kithinji,kassimkithinji@gmail.com67@gmail.com
5582,REYCS PHARMACEUTICAL LIMITED,RETAIL,PPB/R/1347,Status: Active,MjkzNDc=,Carol,Mitei,cmitei@gmail.com2@gmail.com
5582,REYCS PHARMACEUTICAL LIMITED,RETAIL,PPB/R/1347,Status: Active,MjkzNDc=,Ezra,Jama,ezraj@gmail.com57@gmail.com
4178,MEGACHEM CHEMIST,RETAIL,PPB/M/9636,Status: Active,Mjg1NzI=,Lorna,Muktar,lornam@gmail.com87@gmail.com
